Solution:
Vessel 1, length: 17, position: 28, start: 1, end: 4, ncranes: 2, cranes: 1 2 
Vessel 2, length: 30, position: 71, start: 2, end: 14, ncranes: 3, cranes: 8 9 10 
Vessel 3, length: 26, position: 45, start: 3, end: 13, ncranes: 4, cranes: 4 5 6 7 
Vessel 4, length: 18, position: 27, start: 4, end: 9, ncranes: 2, cranes: 1 2 
Vessel 5, length: 26, position: 1, start: 9, end: 25, ncranes: 3, cranes: 1 2 3 
Vessel 6, length: 19, position: 58, start: 15, end: 22, ncranes: 1, cranes: 6 
Vessel 7, length: 8, position: 82, start: 15, end: 19, ncranes: 2, cranes: 9 10 
Vessel 8, length: 11, position: 27, start: 15, end: 20, ncranes: 1, cranes: 5 
Vessel 9, length: 16, position: 43, start: 24, end: 29, ncranes: 2, cranes: 8 9 
Vessel 10, length: 31, position: 12, start: 25, end: 38, ncranes: 5, cranes: 2 3 4 5 6 
Vessel 11, length: 26, position: 12, start: 39, end: 48, ncranes: 4, cranes: 2 3 4 5 
Vessel 12, length: 31, position: 38, start: 46, end: 58, ncranes: 5, cranes: 6 7 8 9 10 
Vessel 13, length: 21, position: 7, start: 48, end: 56, ncranes: 4, cranes: 1 2 3 4 
Vessel 14, length: 30, position: 43, start: 42, end: 46, ncranes: 4, cranes: 7 8 9 10 
Vessel 15, length: 20, position: 7, start: 57, end: 64, ncranes: 2, cranes: 1 2 
Vessel 16, length: 11, position: 88, start: 58, end: 63, ncranes: 2, cranes: 9 10 
Vessel 17, length: 12, position: 62, start: 58, end: 64, ncranes: 1, cranes: 7 
Vessel 18, length: 28, position: 27, start: 60, end: 72, ncranes: 3, cranes: 4 5 6 
Vessel 19, length: 16, position: 55, start: 65, end: 71, ncranes: 2, cranes: 8 9 
Vessel 20, length: 21, position: 25, start: 74, end: 81, ncranes: 2, cranes: 5 6 
Vessel 21, length: 14, position: 10, start: 76, end: 82, ncranes: 2, cranes: 3 4 
Vessel 22, length: 16, position: 24, start: 81, end: 88, ncranes: 2, cranes: 5 6 
Vessel 23, length: 13, position: 51, start: 79, end: 84, ncranes: 2, cranes: 9 10 
Vessel 24, length: 9, position: 1, start: 80, end: 88, ncranes: 2, cranes: 1 2 
Vessel 25, length: 21, position: 48, start: 84, end: 88, ncranes: 2, cranes: 8 9 
Vessel 26, length: 8, position: 1, start: 88, end: 95, ncranes: 2, cranes: 1 2 
Vessel 27, length: 16, position: 38, start: 88, end: 92, ncranes: 2, cranes: 9 10 
Vessel 28, length: 16, position: 14, start: 96, end: 103, ncranes: 2, cranes: 1 2 
Vessel 29, length: 26, position: 60, start: 99, end: 107, ncranes: 4, cranes: 7 8 9 10 
Vessel 30, length: 30, position: 30, start: 99, end: 109, ncranes: 4, cranes: 3 4 5 6 
Vessel 31, length: 10, position: 73, start: 107, end: 112, ncranes: 2, cranes: 9 10 
Vessel 32, length: 21, position: 49, start: 109, end: 117, ncranes: 4, cranes: 1 2 3 4 
Vessel 33, length: 12, position: 68, start: 119, end: 124, ncranes: 2, cranes: 6 7 
Vessel 34, length: 29, position: 32, start: 122, end: 131, ncranes: 4, cranes: 2 3 4 5 
Vessel 35, length: 24, position: 13, start: 137, end: 142, ncranes: 4, cranes: 1 2 3 4 
Vessel 36, length: 37, position: 37, start: 141, end: 157, ncranes: 4, cranes: 5 6 7 8 
Vessel 37, length: 13, position: 9, start: 142, end: 149, ncranes: 2, cranes: 1 2 
Vessel 38, length: 21, position: 74, start: 144, end: 150, ncranes: 2, cranes: 9 10 
Vessel 39, length: 13, position: 22, start: 145, end: 151, ncranes: 2, cranes: 3 4 
Vessel 40, length: 35, position: 62, start: 174, end: 187, ncranes: 4, cranes: 7 8 9 10 
Vessel 41, length: 20, position: 1, start: 149, end: 157, ncranes: 2, cranes: 1 2 
Vessel 42, length: 9, position: 21, start: 151, end: 156, ncranes: 2, cranes: 3 4 
Vessel 43, length: 26, position: 74, start: 150, end: 159, ncranes: 2, cranes: 9 10 
Vessel 44, length: 19, position: 2, start: 159, end: 163, ncranes: 2, cranes: 1 2 
Vessel 45, length: 30, position: 28, start: 157, end: 165, ncranes: 4, cranes: 3 4 5 6 
Vessel 46, length: 8, position: 58, start: 159, end: 163, ncranes: 2, cranes: 7 8 
Vessel 47, length: 15, position: 83, start: 159, end: 166, ncranes: 2, cranes: 9 10 
Vessel 48, length: 23, position: 48, start: 166, end: 171, ncranes: 4, cranes: 7 8 9 10 
Vessel 49, length: 37, position: 11, start: 166, end: 179, ncranes: 4, cranes: 3 4 5 6 
Vessel 50, length: 10, position: 1, start: 167, end: 173, ncranes: 2, cranes: 1 2 
