50 300 10 30
C 160 0.2
13 8 16.0 200 1000 2000 14 1 2 10.0 5.4
14 9 14.6 200 1000 2000 20 1 2 7.0 3.8
8 11 18.2 200 1000 2000 20 1 2 9.0 4.8
26 11 31.2 200 1000 2000 2 2 4 25.2 17.5 13.5
28 22 41.4 200 1000 2000 14 2 4 24.1 16.7 12.9
24 35 54.0 200 1000 2000 17 2 4 23.6 16.4 12.6
19 40 52.1 200 1000 2000 22 1 2 15.0 8.0
13 41 53.1 200 1000 2000 37 1 2 15.0 8.0
26 42 52.8 200 1000 2000 24 2 4 13.4 9.3 7.2
25 43 58.5 200 1000 2000 7 2 4 19.3 13.4 10.3
16 73 84.3 200 1000 2000 31 1 2 14.0 7.5
20 77 81.0 200 1000 2000 14 1 2 5.0 2.7
13 80 84.8 200 1000 2000 37 1 2 6.0 3.2
17 87 95.8 200 1000 2000 6 1 2 11.0 5.9
34 101 118.3 200 1000 2000 1 4 6 16.7 13.6 11.6
25 102 119.7 200 1000 2000 1 2 4 22.0 15.3 11.8
27 104 118.6 200 1000 2000 21 2 4 18.2 12.6 9.8
35 105 123.8 200 1000 2000 3 4 6 18.1 14.8 12.6
11 115 119.0 200 1000 2000 21 1 2 5.0 2.7
15 130 141.3 200 1000 2000 7 1 2 14.0 7.5
27 137 143.9 200 1000 2000 14 2 4 8.6 6.0 4.6
11 139 151.1 200 1000 2000 4 1 2 15.0 8.0
12 146 150.0 200 1000 2000 20 1 2 5.0 2.7
11 147 156.6 200 1000 2000 34 1 2 12.0 6.4
17 147 156.6 200 1000 2000 21 1 2 12.0 6.4
24 147 159.9 200 1000 2000 21 2 4 16.1 11.2 8.6
37 149 166.0 200 1000 2000 2 4 6 16.4 13.4 11.4
13 151 158.2 200 1000 2000 36 1 2 9.0 4.8
21 159 167.8 200 1000 2000 29 1 2 11.0 5.9
17 164 170.4 200 1000 2000 1 1 2 8.0 4.3
