50 300 5 30
C 160 0.2
18 4 17.9 200 1000 2000 4 1 2 13.0 7.0
18 14 22.6 200 1000 2000 28 1 2 8.0 4.3
19 19 24.4 200 1000 2000 7 1 2 5.0 2.7
33 29 52.1 200 1000 2000 6 4 6 16.7 13.6 11.6
37 36 58.7 200 1000 2000 10 4 6 16.4 13.4 11.4
28 42 52.9 200 1000 2000 2 2 4 10.2 7.1 5.5
24 50 67.8 200 1000 2000 16 2 4 16.6 11.5 8.9
9 52 67.0 200 1000 2000 12 1 2 14.0 7.5
26 52 70.4 200 1000 2000 19 2 4 17.1 11.9 9.2
29 53 69.1 200 1000 2000 6 2 4 15.0 10.4 8.0
12 54 66.9 200 1000 2000 32 1 2 12.0 6.4
9 55 60.4 200 1000 2000 7 1 2 5.0 2.7
20 65 76.8 200 1000 2000 23 1 2 11.0 5.9
21 83 111.7 200 1000 2000 13 2 4 26.8 18.6 14.4
10 89 97.6 200 1000 2000 11 1 2 8.0 4.3
17 91 99.6 200 1000 2000 10 1 2 8.0 4.3
30 91 108.8 200 1000 2000 15 2 4 16.6 11.5 8.9
12 92 105.9 200 1000 2000 4 1 2 13.0 7.0
11 97 103.4 200 1000 2000 2 1 2 6.0 3.2
9 103 111.6 200 1000 2000 23 1 2 8.0 4.3
21 103 115.6 200 1000 2000 18 2 4 11.8 8.2 6.3
12 105 112.5 200 1000 2000 6 1 2 7.0 3.8
18 108 119.8 200 1000 2000 22 1 2 11.0 5.9
8 110 125.0 200 1000 2000 36 1 2 14.0 7.5
18 117 124.5 200 1000 2000 14 1 2 7.0 3.8
8 127 143.1 200 1000 2000 5 1 2 15.0 8.0
38 163 188.1 200 1000 2000 12 4 6 18.1 14.8 12.6
25 164 176.6 200 1000 2000 16 2 4 11.8 8.2 6.3
23 165 182.2 200 1000 2000 10 2 4 16.1 11.2 8.6
18 167 180.9 200 1000 2000 28 1 2 13.0 7.0
