50 300 10 30
C 240 0.1
10 14 19.6 200 1000 2000 29 1 2 7.0 3.8
21 14 34.2 200 1000 2000 27 2 4 25.2 17.5 13.5
13 22 34.1 200 1000 2000 30 1 2 15.0 8.0
12 25 35.4 200 1000 2000 14 1 2 13.0 7.0
13 27 32.6 200 1000 2000 36 1 2 7.0 3.8
8 32 41.6 200 1000 2000 20 1 2 12.0 6.4
16 35 47.1 200 1000 2000 23 1 2 15.0 8.0
28 35 42.3 200 1000 2000 20 2 4 9.1 6.3 4.9
8 50 60.4 200 1000 2000 16 1 2 13.0 7.0
14 52 63.3 200 1000 2000 18 1 2 14.0 7.5
30 60 67.8 200 1000 2000 19 2 4 9.6 6.7 5.2
28 63 77.6 200 1000 2000 11 2 4 18.2 12.6 9.8
21 67 77.8 200 1000 2000 6 2 4 13.4 9.3 7.2
15 73 80.2 200 1000 2000 17 1 2 9.0 4.8
16 74 86.1 200 1000 2000 4 1 2 15.0 8.0
26 84 92.2 200 1000 2000 6 2 4 10.2 7.1 5.5
26 86 96.3 200 1000 2000 16 2 4 12.9 8.9 6.9
37 97 112.0 200 1000 2000 13 4 6 14.4 11.7 10.0
19 101 111.4 200 1000 2000 31 1 2 13.0 7.0
12 108 116.8 200 1000 2000 37 1 2 11.0 5.9
17 114 124.4 200 1000 2000 24 1 2 13.0 7.0
8 119 127.0 200 1000 2000 3 1 2 10.0 5.4
15 120 128.8 200 1000 2000 3 1 2 11.0 5.9
20 127 132.6 200 1000 2000 28 1 2 7.0 3.8
12 132 136.0 200 1000 2000 31 1 2 5.0 2.7
27 133 140.8 200 1000 2000 19 2 4 9.6 6.7 5.2
30 133 148.9 200 1000 2000 12 4 6 15.2 12.5 10.6
28 141 150.0 200 1000 2000 11 2 4 11.3 7.8 6.0
9 159 166.2 200 1000 2000 39 1 2 9.0 4.8
38 166 181.6 200 1000 2000 13 4 6 14.9 12.2 10.4
