50 300 15 30
C 200 0.15
12 12 23.3 200 1000 2000 39 1 2 14.0 7.5
8 14 20.4 200 1000 2000 25 1 2 8.0 4.3
10 20 31.3 200 1000 2000 28 1 2 14.0 7.5
14 22 27.6 200 1000 2000 21 1 2 7.0 3.8
12 32 43.3 200 1000 2000 29 1 2 14.0 7.5
36 37 56.1 200 1000 2000 8 4 6 18.4 15.0 12.8
16 39 43.8 200 1000 2000 3 1 2 6.0 3.2
12 41 49.8 200 1000 2000 32 1 2 11.0 5.9
20 43 51.8 200 1000 2000 31 1 2 11.0 5.9
13 59 69.4 200 1000 2000 16 1 2 13.0 7.0
22 66 78.5 200 1000 2000 28 2 4 15.5 10.8 8.3
27 67 83.8 200 1000 2000 7 2 4 20.9 14.5 11.2
21 68 76.2 200 1000 2000 10 2 4 10.2 7.1 5.5
10 73 80.2 200 1000 2000 5 1 2 9.0 4.8
27 76 87.6 200 1000 2000 3 2 4 14.5 10.0 7.8
13 78 88.4 200 1000 2000 27 1 2 13.0 7.0
24 82 97.5 200 1000 2000 24 2 4 19.3 13.4 10.3
22 91 103.1 200 1000 2000 8 2 4 15.0 10.4 8.0
16 92 102.4 200 1000 2000 23 1 2 13.0 7.0
26 102 123.1 200 1000 2000 7 2 4 26.3 18.2 14.1
19 108 114.4 200 1000 2000 18 1 2 8.0 4.3
21 113 117.0 200 1000 2000 27 1 2 5.0 2.7
21 114 122.0 200 1000 2000 2 1 2 10.0 5.4
33 116 133.6 200 1000 2000 8 4 6 16.9 13.9 11.8
9 125 133.8 200 1000 2000 13 1 2 11.0 5.9
17 126 134.8 200 1000 2000 9 1 2 11.0 5.9
35 126 143.3 200 1000 2000 9 4 6 16.7 13.6 11.6
23 133 140.8 200 1000 2000 2 2 4 9.6 6.7 5.2
30 133 149.4 200 1000 2000 3 2 4 20.4 14.1 10.9
9 166 178.1 200 1000 2000 19 1 2 15.0 8.0
