50 300 10 30
C 240 0.1
28 1 22.3 200 1000 2000 4 2 4 19.8 13.8 10.6
23 3 30.6 200 1000 2000 24 2 4 25.7 17.9 13.8
18 9 19.7 200 1000 2000 2 1 2 10.0 5.4
32 12 36.7 200 1000 2000 10 4 6 17.8 14.6 12.4
15 18 27.6 200 1000 2000 35 1 2 9.0 4.8
19 20 36.1 200 1000 2000 3 1 2 15.0 8.0
20 24 37.9 200 1000 2000 12 1 2 13.0 7.0
25 29 39.9 200 1000 2000 20 2 4 10.2 7.1 5.5
12 46 61.0 200 1000 2000 30 1 2 14.0 7.5
26 55 74.0 200 1000 2000 1 2 4 17.7 12.3 9.5
15 67 73.4 200 1000 2000 24 1 2 6.0 3.2
13 69 76.5 200 1000 2000 29 1 2 7.0 3.8
20 72 88.1 200 1000 2000 1 1 2 15.0 8.0
12 76 87.8 200 1000 2000 37 1 2 11.0 5.9
9 112 122.7 200 1000 2000 34 1 2 10.0 5.4
14 112 123.8 200 1000 2000 3 1 2 11.0 5.9
14 117 126.6 200 1000 2000 21 1 2 9.0 4.8
26 117 145.7 200 1000 2000 2 2 4 26.8 18.6 14.4
35 120 140.3 200 1000 2000 3 4 6 14.6 12.0 10.2
16 127 139.9 200 1000 2000 5 1 2 12.0 6.4
12 127 135.6 200 1000 2000 30 1 2 8.0 4.3
32 127 152.5 200 1000 2000 1 4 6 18.4 15.0 12.8
17 149 160.8 200 1000 2000 23 1 2 11.0 5.9
28 149 164.5 200 1000 2000 11 2 4 14.5 10.0 7.8
15 152 158.4 200 1000 2000 17 1 2 6.0 3.2
28 152 172.1 200 1000 2000 7 2 4 18.8 13.0 10.1
28 153 174.3 200 1000 2000 11 2 4 19.8 13.8 10.6
13 156 164.6 200 1000 2000 22 1 2 8.0 4.3
22 157 180.0 200 1000 2000 14 2 4 21.4 14.9 11.5
8 159 170.8 200 1000 2000 38 1 2 11.0 5.9
