120 300 11 35
20 10 19 200 1000 2000 106 2 5 14 9 7 6
24 18 24 200 1000 2000 41 2 5 10 7 5 4
22 19 30 200 1000 2000 44 2 5 17 12 9 7
16 22 31 200 1000 2000 3 2 5 15 10 8 6
29 28 40 200 1000 2000 93 2 5 18 12 9 8
33 29 34 200 1000 2000 44 2 5 8 5 4 3
27 35 50 200 1000 2000 88 2 5 24 16 12 10
29 42 56 200 1000 2000 11 2 5 23 15 12 9
27 42 53 200 1000 2000 24 2 5 16 11 8 7
16 44 52 200 1000 2000 59 2 5 13 9 7 5
27 45 50 200 1000 2000 6 2 5 8 5 4 3
21 56 62 200 1000 2000 75 2 5 9 6 5 4
17 65 80 200 1000 2000 55 2 5 23 16 12 10
33 68 77 200 1000 2000 20 2 5 15 10 8 6
31 69 77 200 1000 2000 75 2 5 12 8 6 5
23 75 89 200 1000 2000 83 2 5 23 15 12 9
27 78 87 200 1000 2000 92 2 5 15 10 8 6
16 84 90 200 1000 2000 25 2 5 10 7 5 4
15 90 101 200 1000 2000 105 2 5 16 11 8 7
15 101 112 200 1000 2000 102 2 5 16 11 8 7
32 110 125 200 1000 2000 14 2 5 24 16 12 10
20 112 115 200 1000 2000 79 2 5 5 4 3 2
17 113 121 200 1000 2000 107 2 5 13 9 7 5
20 115 126 200 1000 2000 117 2 5 17 12 9 7
33 116 130 200 1000 2000 68 2 5 21 14 11 9
21 119 131 200 1000 2000 96 2 5 19 13 10 8
17 121 132 200 1000 2000 102 2 5 18 12 9 7
27 121 127 200 1000 2000 67 2 5 8 6 4 4
26 125 131 200 1000 2000 81 2 5 10 7 5 4
18 137 148 200 1000 2000 18 2 5 16 11 8 7
17 142 150 200 1000 2000 73 2 5 12 8 6 5
25 144 153 200 1000 2000 16 2 5 15 10 8 6
32 148 153 200 1000 2000 11 2 5 8 5 4 3
33 149 161 200 1000 2000 73 2 5 19 13 10 8
31 161 175 200 1000 2000 25 2 5 22 15 11 9
