120 300 11 30
22 13 24 200 1000 2000 82 2 5 17 12 9 7
21 14 19 200 1000 2000 1 2 5 7 5 4 3
31 20 32 200 1000 2000 24 2 5 19 13 10 8
22 21 26 200 1000 2000 72 2 5 7 5 4 3
20 27 36 200 1000 2000 75 2 5 15 10 8 6
34 29 40 200 1000 2000 89 2 5 17 12 9 7
15 36 47 200 1000 2000 10 2 5 18 12 9 7
29 39 47 200 1000 2000 61 2 5 13 9 7 5
18 42 50 200 1000 2000 35 2 5 12 8 6 5
30 47 61 200 1000 2000 57 2 5 22 15 11 9
15 51 60 200 1000 2000 50 2 5 15 10 8 6
35 58 69 200 1000 2000 56 2 5 18 12 9 7
33 64 78 200 1000 2000 32 2 5 21 14 11 9
15 73 76 200 1000 2000 33 2 5 5 4 3 2
27 80 88 200 1000 2000 45 2 5 11 8 6 5
21 84 90 200 1000 2000 22 2 5 9 6 5 4
16 85 94 200 1000 2000 10 2 5 15 10 8 6
35 87 96 200 1000 2000 66 2 5 14 10 7 6
17 93 98 200 1000 2000 48 2 5 8 5 4 3
23 102 110 200 1000 2000 108 2 5 13 9 7 5
27 103 117 200 1000 2000 74 2 5 21 14 11 9
35 106 120 200 1000 2000 83 2 5 23 15 12 9
20 112 123 200 1000 2000 36 2 5 17 11 9 7
24 116 122 200 1000 2000 105 2 5 9 6 5 4
23 123 129 200 1000 2000 20 2 5 9 6 5 4
28 128 140 200 1000 2000 74 2 5 20 13 10 8
26 131 146 200 1000 2000 60 2 5 24 16 12 10
25 151 160 200 1000 2000 120 2 5 15 10 8 6
24 156 165 200 1000 2000 99 2 5 13 9 7 6
20 167 181 200 1000 2000 37 2 5 21 14 11 9
