120 300 11 20
25 1 10 200 1000 2000 42 2 5 15 10 8 6
32 8 20 200 1000 2000 120 2 5 20 14 10 8
17 29 40 200 1000 2000 20 2 5 18 12 9 7
25 33 45 200 1000 2000 4 2 5 20 14 10 8
26 35 44 200 1000 2000 68 2 5 15 10 8 6
28 35 44 200 1000 2000 41 2 5 15 10 8 6
21 47 53 200 1000 2000 25 2 5 9 6 5 4
28 60 69 200 1000 2000 73 2 5 15 10 8 6
18 64 72 200 1000 2000 73 2 5 13 9 7 5
30 94 100 200 1000 2000 3 2 5 10 7 5 4
32 96 107 200 1000 2000 13 2 5 17 11 9 7
15 97 106 200 1000 2000 106 2 5 14 10 7 6
26 118 129 200 1000 2000 86 2 5 16 11 8 7
16 126 141 200 1000 2000 36 2 5 24 16 12 10
24 129 138 200 1000 2000 24 2 5 15 10 8 6
31 132 146 200 1000 2000 57 2 5 21 14 11 9
22 138 153 200 1000 2000 84 2 5 23 16 12 10
29 141 153 200 1000 2000 104 2 5 20 14 10 8
32 152 167 200 1000 2000 92 2 5 24 16 12 10
16 159 173 200 1000 2000 39 2 5 21 14 11 9
