120 300 11 25
31 14 28 200 1000 2000 18 2 5 21 14 11 9
19 15 29 200 1000 2000 116 2 5 21 14 11 9
28 22 33 200 1000 2000 11 2 5 16 11 8 7
21 32 46 200 1000 2000 79 2 5 21 14 11 9
33 35 49 200 1000 2000 49 2 5 23 15 12 9
21 38 46 200 1000 2000 75 2 5 13 9 7 5
34 42 50 200 1000 2000 93 2 5 12 8 6 5
24 55 64 200 1000 2000 114 2 5 14 9 7 6
31 59 71 200 1000 2000 57 2 5 20 13 10 8
28 62 67 200 1000 2000 25 2 5 7 5 4 3
34 75 86 200 1000 2000 44 2 5 16 11 8 7
16 85 94 200 1000 2000 7 2 5 14 10 7 6
21 90 104 200 1000 2000 101 2 5 23 15 12 9
32 98 103 200 1000 2000 14 2 5 7 5 4 3
31 99 108 200 1000 2000 71 2 5 14 10 7 6
16 108 113 200 1000 2000 96 2 5 8 5 4 3
23 118 127 200 1000 2000 11 2 5 13 9 7 6
17 122 128 200 1000 2000 19 2 5 10 7 5 4
30 126 132 200 1000 2000 22 2 5 10 7 5 4
27 127 142 200 1000 2000 61 2 5 24 16 12 10
18 136 150 200 1000 2000 111 2 5 21 14 11 9
15 146 161 200 1000 2000 66 2 5 23 16 12 10
24 150 159 200 1000 2000 107 2 5 14 10 7 6
21 158 173 200 1000 2000 85 2 5 24 16 12 10
21 160 174 200 1000 2000 87 2 5 22 15 11 9
