120 300 11 30
35 13 19 200 1000 2000 45 2 5 10 7 5 4
35 15 20 200 1000 2000 8 2 5 6 4 3 3
22 20 25 200 1000 2000 85 2 5 7 5 4 3
35 34 46 200 1000 2000 114 2 5 19 13 10 8
18 37 48 200 1000 2000 3 2 5 18 12 9 7
19 41 52 200 1000 2000 41 2 5 18 12 9 7
27 49 54 200 1000 2000 18 2 5 6 4 3 3
25 50 61 200 1000 2000 13 2 5 17 11 9 7
31 63 74 200 1000 2000 88 2 5 16 11 8 7
16 69 74 200 1000 2000 14 2 5 7 5 4 3
22 80 85 200 1000 2000 8 2 5 8 5 4 3
17 81 92 200 1000 2000 71 2 5 16 11 8 7
18 82 96 200 1000 2000 7 2 5 23 15 12 9
27 98 103 200 1000 2000 105 2 5 6 4 3 3
28 99 114 200 1000 2000 37 2 5 24 16 12 10
18 110 119 200 1000 2000 47 2 5 14 10 7 6
30 114 122 200 1000 2000 67 2 5 11 7 6 5
26 117 128 200 1000 2000 25 2 5 16 11 8 7
33 119 124 200 1000 2000 82 2 5 7 5 4 3
22 127 135 200 1000 2000 2 2 5 12 8 6 5
31 129 137 200 1000 2000 2 2 5 11 7 6 5
15 132 144 200 1000 2000 7 2 5 18 12 9 8
16 138 152 200 1000 2000 96 2 5 22 15 11 9
15 148 156 200 1000 2000 27 2 5 12 8 6 5
33 150 164 200 1000 2000 47 2 5 22 15 11 9
24 151 160 200 1000 2000 74 2 5 15 10 8 6
33 152 166 200 1000 2000 90 2 5 23 15 12 9
28 157 163 200 1000 2000 67 2 5 10 7 5 4
17 162 171 200 1000 2000 106 2 5 14 10 7 6
19 168 177 200 1000 2000 45 2 5 13 9 7 6
