120 300 11 30
18 1 6 200 1000 2000 102 2 5 7 5 4 3
35 2 8 200 1000 2000 76 2 5 10 7 5 4
35 7 12 200 1000 2000 105 2 5 6 4 3 3
26 10 15 200 1000 2000 91 2 5 7 5 4 3
17 20 32 200 1000 2000 52 2 5 19 13 10 8
26 23 29 200 1000 2000 30 2 5 10 7 5 4
20 26 31 200 1000 2000 101 2 5 8 5 4 3
21 53 61 200 1000 2000 70 2 5 11 7 6 5
30 64 70 200 1000 2000 80 2 5 8 6 4 4
23 66 71 200 1000 2000 6 2 5 6 4 3 3
16 67 76 200 1000 2000 36 2 5 15 10 8 6
29 78 89 200 1000 2000 41 2 5 17 11 9 7
21 79 91 200 1000 2000 13 2 5 18 12 9 8
25 79 90 200 1000 2000 116 2 5 16 11 8 7
33 82 93 200 1000 2000 94 2 5 17 11 9 7
26 87 96 200 1000 2000 98 2 5 13 9 7 6
32 90 102 200 1000 2000 53 2 5 20 13 10 8
24 98 104 200 1000 2000 17 2 5 8 6 4 4
34 100 105 200 1000 2000 7 2 5 7 5 4 3
26 102 108 200 1000 2000 105 2 5 10 7 5 4
22 121 133 200 1000 2000 112 2 5 19 13 10 8
25 123 131 200 1000 2000 28 2 5 13 9 7 5
34 127 133 200 1000 2000 100 2 5 9 6 5 4
19 150 164 200 1000 2000 100 2 5 22 15 11 9
28 151 159 200 1000 2000 16 2 5 12 8 6 5
34 152 157 200 1000 2000 37 2 5 8 5 4 3
25 158 163 200 1000 2000 33 2 5 7 5 4 3
32 159 171 200 1000 2000 78 2 5 18 12 9 8
20 161 167 200 1000 2000 9 2 5 10 7 5 4
32 164 178 200 1000 2000 84 2 5 22 15 11 9
