120 300 11 35
15 14 19 200 1000 2000 36 2 5 7 5 4 3
34 17 29 200 1000 2000 39 2 5 20 14 10 8
23 18 26 200 1000 2000 16 2 5 11 7 6 5
28 18 27 200 1000 2000 25 2 5 15 10 8 6
25 30 38 200 1000 2000 13 2 5 11 8 6 5
34 31 43 200 1000 2000 79 2 5 20 14 10 8
23 34 42 200 1000 2000 24 2 5 12 8 6 5
23 36 47 200 1000 2000 36 2 5 16 11 8 7
23 38 52 200 1000 2000 62 2 5 22 15 11 9
20 39 48 200 1000 2000 70 2 5 13 9 7 6
35 41 46 200 1000 2000 49 2 5 7 5 4 3
35 42 56 200 1000 2000 34 2 5 22 15 11 9
16 50 64 200 1000 2000 49 2 5 22 15 11 9
29 50 56 200 1000 2000 96 2 5 10 7 5 4
18 52 64 200 1000 2000 101 2 5 20 14 10 8
33 62 73 200 1000 2000 3 2 5 18 12 9 7
35 72 83 200 1000 2000 42 2 5 17 11 9 7
28 73 78 200 1000 2000 81 2 5 7 5 4 3
21 75 87 200 1000 2000 66 2 5 19 13 10 8
35 76 88 200 1000 2000 40 2 5 20 13 10 8
23 79 91 200 1000 2000 31 2 5 19 13 10 8
18 83 92 200 1000 2000 61 2 5 15 10 8 6
24 84 96 200 1000 2000 64 2 5 20 13 10 8
31 95 110 200 1000 2000 101 2 5 23 16 12 10
33 99 113 200 1000 2000 8 2 5 21 14 11 9
30 101 107 200 1000 2000 35 2 5 9 6 5 4
16 102 110 200 1000 2000 25 2 5 11 8 6 5
25 109 112 200 1000 2000 44 2 5 5 4 3 2
30 113 118 200 1000 2000 73 2 5 6 4 3 3
23 127 136 200 1000 2000 67 2 5 13 9 7 6
16 155 169 200 1000 2000 40 2 5 22 15 11 9
26 155 170 200 1000 2000 53 2 5 24 16 12 10
27 160 171 200 1000 2000 7 2 5 18 12 9 7
29 169 180 200 1000 2000 94 2 5 16 11 8 7
29 170 173 200 1000 2000 104 2 5 5 4 3 2
