120 300 11 30
18 1 10 200 1000 2000 58 2 5 14 10 7 6
35 8 16 200 1000 2000 76 2 5 13 9 7 5
23 13 28 200 1000 2000 73 2 5 24 16 12 10
34 17 25 200 1000 2000 92 2 5 11 7 6 5
26 19 30 200 1000 2000 118 2 5 17 11 9 7
19 19 28 200 1000 2000 99 2 5 13 9 7 6
31 19 25 200 1000 2000 5 2 5 9 6 5 4
17 21 30 200 1000 2000 107 2 5 15 10 8 6
21 24 30 200 1000 2000 85 2 5 9 6 5 4
25 34 42 200 1000 2000 110 2 5 12 8 6 5
16 41 55 200 1000 2000 100 2 5 22 15 11 9
16 54 62 200 1000 2000 93 2 5 13 9 7 5
19 57 69 200 1000 2000 16 2 5 19 13 10 8
34 59 71 200 1000 2000 86 2 5 20 13 10 8
23 68 73 200 1000 2000 81 2 5 7 5 4 3
19 70 76 200 1000 2000 46 2 5 8 6 4 4
20 70 78 200 1000 2000 112 2 5 12 8 6 5
27 84 89 200 1000 2000 68 2 5 6 4 3 3
20 85 99 200 1000 2000 84 2 5 22 15 11 9
21 92 100 200 1000 2000 103 2 5 12 8 6 5
23 95 100 200 1000 2000 70 2 5 7 5 4 3
19 108 119 200 1000 2000 33 2 5 17 11 9 7
19 112 115 200 1000 2000 42 2 5 5 4 3 2
27 121 133 200 1000 2000 59 2 5 20 13 10 8
35 121 130 200 1000 2000 25 2 5 15 10 8 6
27 131 137 200 1000 2000 21 2 5 9 6 5 4
35 137 148 200 1000 2000 109 2 5 16 11 8 7
31 152 157 200 1000 2000 103 2 5 7 5 4 3
19 166 177 200 1000 2000 24 2 5 17 11 9 7
26 169 177 200 1000 2000 29 2 5 12 8 6 5
