120 300 11 25
18 2 10 200 1000 2000 51 2 5 13 9 7 5
19 2 13 200 1000 2000 81 2 5 18 12 9 7
15 5 14 200 1000 2000 87 2 5 14 9 7 6
15 14 28 200 1000 2000 108 2 5 22 15 11 9
35 16 25 200 1000 2000 9 2 5 14 9 7 6
18 16 24 200 1000 2000 73 2 5 12 8 6 5
23 21 27 200 1000 2000 98 2 5 10 7 5 4
25 26 38 200 1000 2000 73 2 5 18 12 9 8
32 27 38 200 1000 2000 13 2 5 17 12 9 7
26 29 35 200 1000 2000 73 2 5 9 6 5 4
16 33 38 200 1000 2000 111 2 5 6 4 3 3
30 42 48 200 1000 2000 87 2 5 8 6 4 4
27 48 60 200 1000 2000 79 2 5 20 14 10 8
27 72 86 200 1000 2000 103 2 5 22 15 11 9
30 79 93 200 1000 2000 71 2 5 23 15 12 9
17 100 106 200 1000 2000 97 2 5 10 7 5 4
30 106 114 200 1000 2000 65 2 5 12 8 6 5
19 107 116 200 1000 2000 113 2 5 14 10 7 6
20 112 123 200 1000 2000 1 2 5 16 11 8 7
30 130 142 200 1000 2000 84 2 5 19 13 10 8
33 130 136 200 1000 2000 100 2 5 9 6 5 4
31 140 149 200 1000 2000 104 2 5 15 10 8 6
21 144 149 200 1000 2000 110 2 5 7 5 4 3
15 148 162 200 1000 2000 72 2 5 22 15 11 9
20 161 173 200 1000 2000 61 2 5 19 13 10 8
