120 300 11 35
22 4 10 200 1000 2000 108 2 5 9 6 5 4
18 9 17 200 1000 2000 72 2 5 11 8 6 5
20 10 16 200 1000 2000 25 2 5 10 7 5 4
28 19 31 200 1000 2000 67 2 5 19 13 10 8
23 25 36 200 1000 2000 71 2 5 17 12 9 7
35 27 32 200 1000 2000 111 2 5 8 5 4 3
32 27 33 200 1000 2000 104 2 5 9 6 5 4
21 32 40 200 1000 2000 40 2 5 13 9 7 5
21 43 49 200 1000 2000 59 2 5 8 6 4 4
29 45 53 200 1000 2000 6 2 5 12 8 6 5
20 49 61 200 1000 2000 43 2 5 19 13 10 8
20 56 61 200 1000 2000 79 2 5 6 4 3 3
27 57 63 200 1000 2000 92 2 5 9 6 5 4
19 58 67 200 1000 2000 4 2 5 14 10 7 6
27 67 75 200 1000 2000 68 2 5 11 7 6 5
17 70 78 200 1000 2000 30 2 5 13 9 7 5
20 75 86 200 1000 2000 36 2 5 17 12 9 7
18 77 83 200 1000 2000 58 2 5 10 7 5 4
24 79 91 200 1000 2000 80 2 5 18 12 9 8
31 87 101 200 1000 2000 33 2 5 22 15 11 9
21 87 95 200 1000 2000 86 2 5 12 8 6 5
16 89 97 200 1000 2000 105 2 5 13 9 7 5
31 100 115 200 1000 2000 120 2 5 24 16 12 10
34 116 127 200 1000 2000 54 2 5 18 12 9 7
25 124 133 200 1000 2000 88 2 5 15 10 8 6
33 125 131 200 1000 2000 82 2 5 9 6 5 4
17 126 132 200 1000 2000 106 2 5 10 7 5 4
30 129 141 200 1000 2000 105 2 5 20 14 10 8
28 132 143 200 1000 2000 52 2 5 18 12 9 7
19 140 151 200 1000 2000 23 2 5 18 12 9 7
29 142 150 200 1000 2000 40 2 5 11 8 6 5
16 147 161 200 1000 2000 118 2 5 21 14 11 9
25 149 163 200 1000 2000 56 2 5 21 14 11 9
15 158 169 200 1000 2000 67 2 5 18 12 9 7
32 163 171 200 1000 2000 4 2 5 13 9 7 5
