Solution:
Vessel 1, length: 24, position: 28, start: 5, end: 12, ncranes: 4, cranes: 1 2 3 4
Vessel 2, length: 19, position: 52, start: 6, end: 11, ncranes: 1, cranes: 10
Vessel 3, length: 17, position: 71, start: 17, end: 24, ncranes: 2, cranes: 9 10
Vessel 4, length: 24, position: 31, start: 23, end: 35, ncranes: 4, cranes: 5 6 7 8
Vessel 5, length: 30, position: 1, start: 26, end: 40, ncranes: 4, cranes: 1 2 3 4
Vessel 6, length: 15, position: 57, start: 29, end: 36, ncranes: 2, cranes: 9 10
Vessel 7, length: 29, position: 69, start: 47, end: 59, ncranes: 4, cranes: 7 8 9 10
Vessel 8, length: 26, position: 31, start: 35, end: 46, ncranes: 3, cranes: 5 6 7
Vessel 9, length: 27, position: 73, start: 39, end: 47, ncranes: 3, cranes: 8 9 10
Vessel 10, length: 12, position: 74, start: 36, end: 39, ncranes: 2, cranes: 8 9
Vessel 11, length: 24, position: 45, start: 46, end: 56, ncranes: 4, cranes: 3 4 5 6
Vessel 12, length: 8, position: 11, start: 40, end: 46, ncranes: 2, cranes: 1 2
Vessel 13, length: 8, position: 23, start: 40, end: 44, ncranes: 2, cranes: 3 4
Vessel 14, length: 10, position: 35, start: 46, end: 53, ncranes: 2, cranes: 1 2
Vessel 15, length: 21, position: 24, start: 55, end: 58, ncranes: 2, cranes: 1 2
Vessel 16, length: 36, position: 1, start: 58, end: 69, ncranes: 6, cranes: 1 2 3 4 5 6
Vessel 17, length: 18, position: 37, start: 59, end: 62, ncranes: 2, cranes: 7 8
Vessel 18, length: 19, position: 60, start: 59, end: 64, ncranes: 2, cranes: 9 10
Vessel 19, length: 16, position: 37, start: 64, end: 69, ncranes: 2, cranes: 7 8
Vessel 20, length: 13, position: 7, start: 69, end: 73, ncranes: 2, cranes: 1 2
Vessel 21, length: 16, position: 53, start: 69, end: 76, ncranes: 2, cranes: 7 8
Vessel 22, length: 8, position: 87, start: 65, end: 72, ncranes: 2, cranes: 9 10
Vessel 23, length: 17, position: 20, start: 69, end: 77, ncranes: 2, cranes: 3 4
Vessel 24, length: 16, position: 37, start: 71, end: 77, ncranes: 2, cranes: 5 6
Vessel 25, length: 8, position: 27, start: 78, end: 84, ncranes: 2, cranes: 1 2
Vessel 26, length: 20, position: 65, start: 78, end: 84, ncranes: 2, cranes: 8 9
Vessel 27, length: 13, position: 35, start: 82, end: 85, ncranes: 2, cranes: 3 4
Vessel 28, length: 16, position: 59, start: 84, end: 88, ncranes: 2, cranes: 5 6
Vessel 29, length: 26, position: 75, start: 84, end: 93, ncranes: 4, cranes: 7 8 9 10
Vessel 30, length: 10, position: 36, start: 87, end: 94, ncranes: 2, cranes: 2 3
Vessel 31, length: 26, position: 46, start: 90, end: 99, ncranes: 3, cranes: 4 5 6
Vessel 32, length: 18, position: 1, start: 92, end: 100, ncranes: 1, cranes: 1
Vessel 33, length: 19, position: 24, start: 94, end: 100, ncranes: 2, cranes: 2 3
Vessel 34, length: 25, position: 72, start: 93, end: 98, ncranes: 4, cranes: 7 8 9 10
Vessel 35, length: 29, position: 72, start: 98, end: 114, ncranes: 3, cranes: 8 9 10
Vessel 36, length: 29, position: 43, start: 99, end: 108, ncranes: 4, cranes: 4 5 6 7
Vessel 37, length: 28, position: 15, start: 102, end: 112, ncranes: 3, cranes: 1 2 3
Vessel 38, length: 28, position: 44, start: 108, end: 121, ncranes: 3, cranes: 5 6 7
Vessel 39, length: 15, position: 29, start: 114, end: 120, ncranes: 2, cranes: 3 4
Vessel 40, length: 28, position: 72, start: 114, end: 128, ncranes: 3, cranes: 8 9 10
Vessel 41, length: 10, position: 30, start: 120, end: 127, ncranes: 2, cranes: 3 4
Vessel 42, length: 9, position: 19, start: 117, end: 125, ncranes: 2, cranes: 1 2
Vessel 43, length: 18, position: 51, start: 122, end: 128, ncranes: 2, cranes: 6 7
Vessel 44, length: 30, position: 29, start: 128, end: 136, ncranes: 3, cranes: 8 9 10
Vessel 45, length: 13, position: 16, start: 129, end: 132, ncranes: 2, cranes: 1 2
Vessel 46, length: 12, position: 17, start: 132, end: 136, ncranes: 2, cranes: 2 3
Vessel 47, length: 34, position: 8, start: 136, end: 147, ncranes: 5, cranes: 1 2 3 4 5
Vessel 48, length: 37, position: 42, start: 138, end: 149, ncranes: 5, cranes: 6 7 8 9 10
Vessel 49, length: 9, position: 21, start: 147, end: 153, ncranes: 2, cranes: 3 4
Vessel 50, length: 8, position: 82, start: 149, end: 156, ncranes: 2, cranes: 9 10
Vessel 51, length: 34, position: 1, start: 153, end: 168, ncranes: 4, cranes: 1 2 3 4
Vessel 52, length: 13, position: 6, start: 147, end: 152, ncranes: 2, cranes: 1 2
Vessel 53, length: 24, position: 35, start: 149, end: 156, ncranes: 3, cranes: 5 6 7
Vessel 54, length: 8, position: 66, start: 149, end: 160, ncranes: 1, cranes: 8
Vessel 55, length: 14, position: 35, start: 156, end: 162, ncranes: 2, cranes: 5 6
Vessel 56, length: 21, position: 59, start: 160, end: 173, ncranes: 4, cranes: 7 8 9 10
Vessel 57, length: 11, position: 82, start: 156, end: 159, ncranes: 2, cranes: 9 10
Vessel 58, length: 23, position: 43, start: 173, end: 183, ncranes: 4, cranes: 7 8 9 10
Vessel 59, length: 12, position: 1, start: 168, end: 174, ncranes: 2, cranes: 1 2
Vessel 60, length: 30, position: 13, start: 168, end: 181, ncranes: 4, cranes: 3 4 5 6
