Solution:
Vessel 1, length: 21, position: 8, start: 2, end: 9, ncranes: 4, cranes: 1 2 3 4
Vessel 2, length: 10, position: 55, start: 13, end: 20, ncranes: 2, cranes: 6 7
Vessel 3, length: 21, position: 11, start: 13, end: 19, ncranes: 2, cranes: 1 2
Vessel 4, length: 14, position: 9, start: 19, end: 25, ncranes: 2, cranes: 2 3
Vessel 5, length: 23, position: 40, start: 22, end: 32, ncranes: 3, cranes: 5 6 7
Vessel 6, length: 18, position: 83, start: 35, end: 39, ncranes: 2, cranes: 7 8
Vessel 7, length: 15, position: 41, start: 40, end: 45, ncranes: 2, cranes: 6 7
Vessel 8, length: 23, position: 18, start: 43, end: 56, ncranes: 4, cranes: 1 2 3 4
Vessel 9, length: 25, position: 53, start: 45, end: 54, ncranes: 4, cranes: 5 6 7 8
Vessel 10, length: 13, position: 78, start: 46, end: 53, ncranes: 2, cranes: 9 10
Vessel 11, length: 24, position: 41, start: 54, end: 59, ncranes: 4, cranes: 5 6 7 8
Vessel 12, length: 31, position: 10, start: 71, end: 88, ncranes: 4, cranes: 1 2 3 4
Vessel 13, length: 17, position: 65, start: 55, end: 62, ncranes: 2, cranes: 9 10
Vessel 14, length: 30, position: 1, start: 57, end: 71, ncranes: 4, cranes: 1 2 3 4
Vessel 15, length: 27, position: 31, start: 60, end: 67, ncranes: 4, cranes: 5 6 7 8
Vessel 16, length: 21, position: 41, start: 67, end: 78, ncranes: 4, cranes: 5 6 7 8
Vessel 17, length: 11, position: 72, start: 62, end: 71, ncranes: 1, cranes: 10
Vessel 18, length: 10, position: 62, start: 62, end: 72, ncranes: 1, cranes: 9
Vessel 19, length: 9, position: 64, start: 72, end: 78, ncranes: 2, cranes: 9 10
Vessel 20, length: 30, position: 58, start: 78, end: 83, ncranes: 4, cranes: 7 8 9 10
Vessel 21, length: 16, position: 42, start: 79, end: 83, ncranes: 2, cranes: 5 6
Vessel 22, length: 12, position: 87, start: 85, end: 93, ncranes: 2, cranes: 9 10
Vessel 23, length: 13, position: 47, start: 88, end: 92, ncranes: 2, cranes: 3 4
Vessel 24, length: 19, position: 6, start: 91, end: 96, ncranes: 2, cranes: 1 2
Vessel 25, length: 19, position: 53, start: 92, end: 97, ncranes: 2, cranes: 7 8
Vessel 26, length: 40, position: 7, start: 104, end: 120, ncranes: 4, cranes: 1 2 3 4
Vessel 27, length: 21, position: 28, start: 95, end: 104, ncranes: 4, cranes: 3 4 5 6
Vessel 28, length: 10, position: 15, start: 96, end: 103, ncranes: 2, cranes: 1 2
Vessel 29, length: 15, position: 49, start: 97, end: 105, ncranes: 2, cranes: 7 8
Vessel 30, length: 15, position: 64, start: 97, end: 102, ncranes: 2, cranes: 9 10
Vessel 31, length: 26, position: 47, start: 105, end: 113, ncranes: 4, cranes: 5 6 7 8
Vessel 32, length: 24, position: 73, start: 102, end: 115, ncranes: 2, cranes: 9 10
Vessel 33, length: 14, position: 47, start: 113, end: 120, ncranes: 2, cranes: 7 8
Vessel 34, length: 13, position: 43, start: 120, end: 128, ncranes: 2, cranes: 7 8
Vessel 35, length: 17, position: 61, start: 116, end: 122, ncranes: 2, cranes: 9 10
Vessel 36, length: 21, position: 56, start: 122, end: 128, ncranes: 2, cranes: 9 10
Vessel 37, length: 16, position: 1, start: 120, end: 128, ncranes: 2, cranes: 1 2
Vessel 38, length: 26, position: 17, start: 120, end: 130, ncranes: 4, cranes: 3 4 5 6
Vessel 39, length: 36, position: 2, start: 130, end: 141, ncranes: 6, cranes: 1 2 3 4 5 6
Vessel 40, length: 20, position: 53, start: 128, end: 133, ncranes: 2, cranes: 9 10
Vessel 41, length: 15, position: 38, start: 130, end: 137, ncranes: 2, cranes: 7 8
Vessel 42, length: 24, position: 77, start: 133, end: 145, ncranes: 2, cranes: 9 10
Vessel 43, length: 8, position: 69, start: 137, end: 142, ncranes: 2, cranes: 7 8
Vessel 44, length: 14, position: 63, start: 142, end: 149, ncranes: 2, cranes: 7 8
Vessel 45, length: 20, position: 43, start: 141, end: 149, ncranes: 2, cranes: 5 6
Vessel 46, length: 23, position: 51, start: 161, end: 174, ncranes: 4, cranes: 5 6 7 8
Vessel 47, length: 21, position: 6, start: 141, end: 145, ncranes: 2, cranes: 1 2
Vessel 48, length: 10, position: 31, start: 141, end: 149, ncranes: 2, cranes: 3 4
Vessel 49, length: 15, position: 77, start: 145, end: 151, ncranes: 2, cranes: 9 10
Vessel 50, length: 31, position: 20, start: 162, end: 175, ncranes: 4, cranes: 1 2 3 4
Vessel 51, length: 28, position: 12, start: 152, end: 162, ncranes: 4, cranes: 1 2 3 4
Vessel 52, length: 23, position: 69, start: 151, end: 160, ncranes: 2, cranes: 9 10
Vessel 53, length: 11, position: 29, start: 149, end: 152, ncranes: 2, cranes: 3 4
Vessel 54, length: 14, position: 7, start: 147, end: 152, ncranes: 2, cranes: 1 2
Vessel 55, length: 22, position: 40, start: 149, end: 154, ncranes: 4, cranes: 5 6 7 8
Vessel 56, length: 29, position: 40, start: 154, end: 161, ncranes: 4, cranes: 5 6 7 8
Vessel 57, length: 33, position: 41, start: 175, end: 184, ncranes: 6, cranes: 1 2 3 4 5 6
Vessel 58, length: 15, position: 74, start: 163, end: 166, ncranes: 2, cranes: 9 10
Vessel 59, length: 10, position: 74, start: 166, end: 170, ncranes: 2, cranes: 9 10
Vessel 60, length: 12, position: 74, start: 170, end: 176, ncranes: 2, cranes: 9 10
