Solution:
Vessel 1, length: 28, position: 15, start: 4, end: 8, ncranes: 4, cranes: 1 2 3 4
Vessel 2, length: 36, position: 61, start: 5, end: 16, ncranes: 6, cranes: 5 6 7 8 9 10
Vessel 3, length: 12, position: 19, start: 9, end: 16, ncranes: 2, cranes: 1 2
Vessel 4, length: 29, position: 65, start: 16, end: 27, ncranes: 4, cranes: 7 8 9 10
Vessel 5, length: 30, position: 31, start: 13, end: 23, ncranes: 2, cranes: 3 4
Vessel 6, length: 20, position: 11, start: 16, end: 23, ncranes: 2, cranes: 1 2
Vessel 7, length: 21, position: 21, start: 24, end: 36, ncranes: 4, cranes: 3 4 5 6
Vessel 8, length: 20, position: 1, start: 31, end: 36, ncranes: 2, cranes: 1 2
Vessel 9, length: 17, position: 7, start: 36, end: 42, ncranes: 2, cranes: 1 2
Vessel 10, length: 35, position: 48, start: 36, end: 46, ncranes: 6, cranes: 5 6 7 8 9 10
Vessel 11, length: 10, position: 15, start: 42, end: 46, ncranes: 2, cranes: 1 2
Vessel 12, length: 10, position: 82, start: 46, end: 53, ncranes: 2, cranes: 9 10
Vessel 13, length: 16, position: 25, start: 42, end: 46, ncranes: 2, cranes: 3 4
Vessel 14, length: 13, position: 48, start: 46, end: 52, ncranes: 2, cranes: 7 8
Vessel 15, length: 23, position: 17, start: 46, end: 58, ncranes: 3, cranes: 1 2 3
Vessel 16, length: 19, position: 77, start: 53, end: 59, ncranes: 2, cranes: 9 10
Vessel 17, length: 14, position: 63, start: 54, end: 59, ncranes: 1, cranes: 7
Vessel 18, length: 12, position: 7, start: 63, end: 69, ncranes: 2, cranes: 1 2
Vessel 19, length: 14, position: 80, start: 64, end: 71, ncranes: 2, cranes: 9 10
Vessel 20, length: 30, position: 37, start: 64, end: 71, ncranes: 4, cranes: 3 4 5 6
Vessel 21, length: 13, position: 67, start: 65, end: 69, ncranes: 2, cranes: 7 8
Vessel 22, length: 29, position: 65, start: 71, end: 81, ncranes: 4, cranes: 7 8 9 10
Vessel 23, length: 27, position: 10, start: 70, end: 79, ncranes: 2, cranes: 1 2
Vessel 24, length: 28, position: 37, start: 71, end: 82, ncranes: 4, cranes: 3 4 5 6
Vessel 25, length: 17, position: 8, start: 79, end: 82, ncranes: 2, cranes: 1 2
Vessel 26, length: 29, position: 1, start: 82, end: 94, ncranes: 3, cranes: 1 2 3
Vessel 27, length: 25, position: 65, start: 81, end: 88, ncranes: 4, cranes: 7 8 9 10
Vessel 28, length: 26, position: 30, start: 84, end: 93, ncranes: 2, cranes: 4 5
Vessel 29, length: 8, position: 56, start: 86, end: 97, ncranes: 1, cranes: 6
Vessel 30, length: 10, position: 85, start: 88, end: 95, ncranes: 2, cranes: 9 10
Vessel 31, length: 40, position: 15, start: 94, end: 104, ncranes: 5, cranes: 1 2 3 4 5
Vessel 32, length: 18, position: 64, start: 89, end: 92, ncranes: 2, cranes: 7 8
Vessel 33, length: 11, position: 74, start: 92, end: 96, ncranes: 2, cranes: 7 8
Vessel 34, length: 17, position: 55, start: 97, end: 101, ncranes: 2, cranes: 7 8
Vessel 35, length: 10, position: 86, start: 101, end: 106, ncranes: 1, cranes: 10
Vessel 36, length: 31, position: 55, start: 103, end: 117, ncranes: 4, cranes: 6 7 8 9
Vessel 37, length: 39, position: 16, start: 105, end: 116, ncranes: 5, cranes: 1 2 3 4 5
Vessel 38, length: 8, position: 86, start: 106, end: 121, ncranes: 1, cranes: 10
Vessel 39, length: 21, position: 65, start: 117, end: 129, ncranes: 4, cranes: 6 7 8 9
Vessel 40, length: 14, position: 40, start: 116, end: 121, ncranes: 2, cranes: 4 5
Vessel 41, length: 21, position: 40, start: 121, end: 129, ncranes: 2, cranes: 4 5
Vessel 42, length: 17, position: 8, start: 116, end: 121, ncranes: 2, cranes: 1 2
Vessel 43, length: 15, position: 25, start: 116, end: 127, ncranes: 1, cranes: 3
Vessel 44, length: 17, position: 8, start: 121, end: 126, ncranes: 2, cranes: 1 2
Vessel 45, length: 29, position: 25, start: 129, end: 139, ncranes: 4, cranes: 3 4 5 6
Vessel 46, length: 11, position: 14, start: 126, end: 133, ncranes: 2, cranes: 1 2
Vessel 47, length: 15, position: 69, start: 129, end: 137, ncranes: 2, cranes: 7 8
Vessel 48, length: 9, position: 86, start: 129, end: 134, ncranes: 1, cranes: 10
Vessel 49, length: 10, position: 84, start: 134, end: 142, ncranes: 2, cranes: 9 10
Vessel 50, length: 12, position: 8, start: 143, end: 146, ncranes: 2, cranes: 1 2
Vessel 51, length: 31, position: 55, start: 145, end: 155, ncranes: 6, cranes: 5 6 7 8 9 10
Vessel 52, length: 15, position: 40, start: 148, end: 155, ncranes: 2, cranes: 3 4
Vessel 53, length: 25, position: 11, start: 151, end: 164, ncranes: 2, cranes: 1 2
Vessel 54, length: 11, position: 62, start: 155, end: 162, ncranes: 2, cranes: 8 9
Vessel 55, length: 12, position: 89, start: 155, end: 160, ncranes: 1, cranes: 10
Vessel 56, length: 11, position: 51, start: 157, end: 164, ncranes: 2, cranes: 6 7
Vessel 57, length: 30, position: 34, start: 165, end: 173, ncranes: 4, cranes: 3 4 5 6
Vessel 58, length: 29, position: 29, start: 173, end: 183, ncranes: 4, cranes: 7 8 9 10
Vessel 59, length: 29, position: 64, start: 167, end: 173, ncranes: 4, cranes: 7 8 9 10
Vessel 60, length: 20, position: 13, start: 168, end: 173, ncranes: 2, cranes: 1 2
