Solution:
Vessel 1, length: 24, position: 51, start: 1, end: 14, ncranes: 4, cranes: 7 8 9 10
Vessel 2, length: 18, position: 31, start: 4, end: 13, ncranes: 1, cranes: 5
Vessel 3, length: 30, position: 1, start: 4, end: 15, ncranes: 4, cranes: 1 2 3 4
Vessel 4, length: 11, position: 63, start: 14, end: 22, ncranes: 2, cranes: 9 10
Vessel 5, length: 25, position: 38, start: 14, end: 22, ncranes: 4, cranes: 5 6 7 8
Vessel 6, length: 18, position: 20, start: 15, end: 19, ncranes: 2, cranes: 2 3
Vessel 7, length: 15, position: 23, start: 20, end: 28, ncranes: 2, cranes: 3 4
Vessel 8, length: 22, position: 1, start: 22, end: 35, ncranes: 2, cranes: 1 2
Vessel 9, length: 30, position: 44, start: 24, end: 33, ncranes: 3, cranes: 5 6 7
Vessel 10, length: 22, position: 74, start: 26, end: 37, ncranes: 3, cranes: 8 9 10
Vessel 11, length: 21, position: 23, start: 28, end: 33, ncranes: 2, cranes: 3 4
Vessel 12, length: 21, position: 49, start: 33, end: 40, ncranes: 3, cranes: 5 6 7
Vessel 13, length: 28, position: 17, start: 35, end: 45, ncranes: 4, cranes: 1 2 3 4
Vessel 14, length: 21, position: 77, start: 37, end: 40, ncranes: 2, cranes: 8 9
Vessel 15, length: 29, position: 72, start: 40, end: 49, ncranes: 3, cranes: 8 9 10
Vessel 16, length: 27, position: 45, start: 40, end: 56, ncranes: 3, cranes: 5 6 7
Vessel 17, length: 10, position: 3, start: 45, end: 52, ncranes: 2, cranes: 1 2
Vessel 18, length: 18, position: 13, start: 45, end: 49, ncranes: 2, cranes: 3 4
Vessel 19, length: 15, position: 72, start: 49, end: 56, ncranes: 2, cranes: 8 9
Vessel 20, length: 19, position: 20, start: 49, end: 56, ncranes: 1, cranes: 3
Vessel 21, length: 18, position: 20, start: 57, end: 65, ncranes: 2, cranes: 2 3
Vessel 22, length: 36, position: 38, start: 57, end: 72, ncranes: 4, cranes: 6 7 8 9
Vessel 23, length: 19, position: 1, start: 60, end: 67, ncranes: 1, cranes: 1
Vessel 24, length: 13, position: 86, start: 68, end: 74, ncranes: 1, cranes: 10
Vessel 25, length: 13, position: 3, start: 72, end: 81, ncranes: 1, cranes: 1
Vessel 26, length: 21, position: 32, start: 72, end: 78, ncranes: 2, cranes: 2 3
Vessel 27, length: 8, position: 55, start: 72, end: 78, ncranes: 2, cranes: 4 5
Vessel 28, length: 11, position: 63, start: 73, end: 80, ncranes: 2, cranes: 6 7
Vessel 29, length: 21, position: 16, start: 78, end: 84, ncranes: 2, cranes: 2 3
Vessel 30, length: 26, position: 74, start: 74, end: 86, ncranes: 3, cranes: 8 9 10
Vessel 31, length: 8, position: 65, start: 81, end: 85, ncranes: 2, cranes: 4 5
Vessel 32, length: 17, position: 84, start: 86, end: 91, ncranes: 2, cranes: 9 10
Vessel 33, length: 28, position: 49, start: 87, end: 99, ncranes: 4, cranes: 5 6 7 8
Vessel 34, length: 10, position: 33, start: 89, end: 97, ncranes: 2, cranes: 3 4
Vessel 35, length: 15, position: 10, start: 92, end: 98, ncranes: 2, cranes: 1 2
Vessel 36, length: 18, position: 77, start: 94, end: 99, ncranes: 2, cranes: 9 10
Vessel 37, length: 24, position: 73, start: 99, end: 110, ncranes: 4, cranes: 7 8 9 10
Vessel 38, length: 31, position: 18, start: 98, end: 111, ncranes: 4, cranes: 1 2 3 4
Vessel 39, length: 12, position: 59, start: 100, end: 107, ncranes: 2, cranes: 5 6
Vessel 40, length: 14, position: 86, start: 110, end: 118, ncranes: 2, cranes: 9 10
Vessel 41, length: 36, position: 50, start: 113, end: 122, ncranes: 6, cranes: 3 4 5 6 7 8
Vessel 42, length: 12, position: 49, start: 107, end: 113, ncranes: 2, cranes: 5 6
Vessel 43, length: 14, position: 1, start: 111, end: 114, ncranes: 2, cranes: 1 2
Vessel 44, length: 11, position: 39, start: 114, end: 120, ncranes: 2, cranes: 1 2
Vessel 45, length: 40, position: 22, start: 122, end: 134, ncranes: 5, cranes: 2 3 4 5 6
Vessel 46, length: 14, position: 86, start: 118, end: 123, ncranes: 2, cranes: 9 10
Vessel 47, length: 9, position: 62, start: 122, end: 129, ncranes: 2, cranes: 7 8
Vessel 48, length: 21, position: 1, start: 120, end: 130, ncranes: 1, cranes: 1
Vessel 49, length: 18, position: 71, start: 123, end: 129, ncranes: 2, cranes: 9 10
Vessel 50, length: 28, position: 68, start: 129, end: 141, ncranes: 4, cranes: 7 8 9 10
Vessel 51, length: 30, position: 22, start: 143, end: 154, ncranes: 6, cranes: 1 2 3 4 5 6
Vessel 52, length: 26, position: 52, start: 151, end: 162, ncranes: 4, cranes: 7 8 9 10
Vessel 53, length: 28, position: 7, start: 134, end: 143, ncranes: 4, cranes: 1 2 3 4
Vessel 54, length: 15, position: 53, start: 134, end: 139, ncranes: 2, cranes: 5 6
Vessel 55, length: 22, position: 52, start: 141, end: 151, ncranes: 4, cranes: 7 8 9 10
Vessel 56, length: 17, position: 5, start: 154, end: 160, ncranes: 2, cranes: 1 2
Vessel 57, length: 21, position: 22, start: 154, end: 159, ncranes: 4, cranes: 3 4 5 6
Vessel 58, length: 34, position: 47, start: 162, end: 171, ncranes: 6, cranes: 3 4 5 6 7 8
Vessel 59, length: 16, position: 8, start: 164, end: 170, ncranes: 2, cranes: 1 2
Vessel 60, length: 20, position: 81, start: 166, end: 170, ncranes: 2, cranes: 9 10
