Solution:
Vessel 1, length: 25, position: 76, start: 5, end: 14, ncranes: 4, cranes: 7 8 9 10
Vessel 2, length: 26, position: 26, start: 14, end: 25, ncranes: 4, cranes: 2 3 4 5
Vessel 3, length: 30, position: 22, start: 7, end: 14, ncranes: 4, cranes: 2 3 4 5
Vessel 4, length: 13, position: 52, start: 10, end: 23, ncranes: 1, cranes: 6
Vessel 5, length: 12, position: 10, start: 10, end: 21, ncranes: 1, cranes: 1
Vessel 6, length: 28, position: 73, start: 14, end: 19, ncranes: 3, cranes: 8 9 10
Vessel 7, length: 33, position: 65, start: 21, end: 34, ncranes: 4, cranes: 7 8 9 10
Vessel 8, length: 8, position: 65, start: 14, end: 21, ncranes: 1, cranes: 7
Vessel 9, length: 13, position: 20, start: 28, end: 35, ncranes: 2, cranes: 1 2
Vessel 10, length: 31, position: 34, start: 25, end: 41, ncranes: 4, cranes: 3 4 5 6
Vessel 11, length: 9, position: 17, start: 21, end: 28, ncranes: 1, cranes: 1
Vessel 12, length: 12, position: 89, start: 34, end: 40, ncranes: 2, cranes: 9 10
Vessel 13, length: 19, position: 70, start: 34, end: 41, ncranes: 2, cranes: 7 8
Vessel 14, length: 16, position: 5, start: 36, end: 41, ncranes: 2, cranes: 1 2
Vessel 15, length: 11, position: 77, start: 41, end: 45, ncranes: 2, cranes: 9 10
Vessel 16, length: 39, position: 15, start: 41, end: 55, ncranes: 4, cranes: 1 2 3 4
Vessel 17, length: 23, position: 54, start: 42, end: 51, ncranes: 4, cranes: 5 6 7 8
Vessel 18, length: 18, position: 77, start: 47, end: 53, ncranes: 2, cranes: 9 10
Vessel 19, length: 21, position: 54, start: 51, end: 64, ncranes: 4, cranes: 5 6 7 8
Vessel 20, length: 17, position: 76, start: 53, end: 59, ncranes: 2, cranes: 9 10
Vessel 21, length: 25, position: 29, start: 55, end: 60, ncranes: 4, cranes: 1 2 3 4
Vessel 22, length: 29, position: 1, start: 60, end: 72, ncranes: 4, cranes: 1 2 3 4
Vessel 23, length: 22, position: 30, start: 64, end: 76, ncranes: 4, cranes: 5 6 7 8
Vessel 24, length: 18, position: 75, start: 59, end: 67, ncranes: 2, cranes: 9 10
Vessel 25, length: 9, position: 77, start: 75, end: 80, ncranes: 1, cranes: 10
Vessel 26, length: 16, position: 40, start: 76, end: 81, ncranes: 2, cranes: 1 2
Vessel 27, length: 13, position: 60, start: 83, end: 89, ncranes: 2, cranes: 5 6
Vessel 28, length: 28, position: 73, start: 84, end: 97, ncranes: 3, cranes: 8 9 10
Vessel 29, length: 16, position: 16, start: 88, end: 96, ncranes: 2, cranes: 1 2
Vessel 30, length: 18, position: 55, start: 89, end: 95, ncranes: 2, cranes: 3 4
Vessel 31, length: 16, position: 50, start: 96, end: 102, ncranes: 2, cranes: 5 6
Vessel 32, length: 21, position: 27, start: 98, end: 108, ncranes: 4, cranes: 1 2 3 4
Vessel 33, length: 30, position: 48, start: 104, end: 113, ncranes: 6, cranes: 5 6 7 8 9 10
Vessel 34, length: 29, position: 55, start: 115, end: 124, ncranes: 4, cranes: 7 8 9 10
Vessel 35, length: 8, position: 38, start: 116, end: 119, ncranes: 2, cranes: 1 2
Vessel 36, length: 19, position: 8, start: 119, end: 127, ncranes: 2, cranes: 1 2
Vessel 37, length: 16, position: 27, start: 122, end: 130, ncranes: 2, cranes: 3 4
Vessel 38, length: 10, position: 55, start: 126, end: 130, ncranes: 2, cranes: 8 9
Vessel 39, length: 12, position: 30, start: 131, end: 139, ncranes: 2, cranes: 5 6
Vessel 40, length: 21, position: 42, start: 132, end: 136, ncranes: 2, cranes: 7 8
Vessel 41, length: 8, position: 83, start: 132, end: 139, ncranes: 1, cranes: 10
Vessel 42, length: 36, position: 30, start: 139, end: 148, ncranes: 6, cranes: 3 4 5 6 7 8
Vessel 43, length: 13, position: 17, start: 134, end: 140, ncranes: 2, cranes: 1 2
Vessel 44, length: 8, position: 75, start: 134, end: 143, ncranes: 1, cranes: 9
Vessel 45, length: 16, position: 14, start: 140, end: 147, ncranes: 2, cranes: 1 2
Vessel 46, length: 19, position: 7, start: 150, end: 155, ncranes: 2, cranes: 1 2
Vessel 47, length: 16, position: 85, start: 152, end: 159, ncranes: 2, cranes: 9 10
Vessel 48, length: 22, position: 63, start: 154, end: 159, ncranes: 4, cranes: 3 4 5 6
Vessel 49, length: 24, position: 63, start: 159, end: 163, ncranes: 4, cranes: 7 8 9 10
Vessel 50, length: 30, position: 44, start: 164, end: 171, ncranes: 4, cranes: 7 8 9 10
