Solution:
Vessel 1, length: 8, position: 3, start: 1, end: 8, ncranes: 2, cranes: 1 2
Vessel 2, length: 25, position: 40, start: 7, end: 15, ncranes: 4, cranes: 7 8 9 10
Vessel 3, length: 17, position: 23, start: 13, end: 19, ncranes: 2, cranes: 3 4
Vessel 4, length: 14, position: 66, start: 16, end: 22, ncranes: 2, cranes: 5 6
Vessel 5, length: 11, position: 1, start: 17, end: 22, ncranes: 2, cranes: 1 2
Vessel 6, length: 12, position: 22, start: 24, end: 29, ncranes: 2, cranes: 3 4
Vessel 7, length: 14, position: 49, start: 24, end: 31, ncranes: 2, cranes: 6 7
Vessel 8, length: 34, position: 15, start: 29, end: 42, ncranes: 5, cranes: 1 2 3 4 5
Vessel 9, length: 22, position: 75, start: 28, end: 43, ncranes: 3, cranes: 8 9 10
Vessel 10, length: 11, position: 64, start: 34, end: 40, ncranes: 2, cranes: 6 7
Vessel 11, length: 12, position: 76, start: 43, end: 51, ncranes: 2, cranes: 9 10
Vessel 12, length: 34, position: 21, start: 56, end: 69, ncranes: 5, cranes: 1 2 3 4 5
Vessel 13, length: 27, position: 6, start: 42, end: 50, ncranes: 4, cranes: 1 2 3 4
Vessel 14, length: 14, position: 61, start: 40, end: 44, ncranes: 2, cranes: 6 7
Vessel 15, length: 37, position: 55, start: 56, end: 67, ncranes: 5, cranes: 6 7 8 9 10
Vessel 16, length: 25, position: 51, start: 44, end: 48, ncranes: 4, cranes: 5 6 7 8
Vessel 17, length: 17, position: 1, start: 50, end: 56, ncranes: 2, cranes: 1 2
Vessel 18, length: 19, position: 57, start: 48, end: 55, ncranes: 2, cranes: 7 8
Vessel 19, length: 13, position: 18, start: 50, end: 55, ncranes: 1, cranes: 3
Vessel 20, length: 21, position: 36, start: 49, end: 53, ncranes: 2, cranes: 5 6
Vessel 21, length: 23, position: 72, start: 73, end: 92, ncranes: 2, cranes: 9 10
Vessel 22, length: 15, position: 76, start: 51, end: 56, ncranes: 2, cranes: 9 10
Vessel 23, length: 13, position: 71, start: 67, end: 71, ncranes: 2, cranes: 7 8
Vessel 24, length: 21, position: 18, start: 75, end: 88, ncranes: 4, cranes: 3 4 5 6
Vessel 25, length: 16, position: 1, start: 69, end: 76, ncranes: 2, cranes: 1 2
Vessel 26, length: 27, position: 17, start: 69, end: 75, ncranes: 4, cranes: 3 4 5 6
Vessel 27, length: 12, position: 86, start: 67, end: 73, ncranes: 2, cranes: 9 10
Vessel 28, length: 9, position: 2, start: 81, end: 88, ncranes: 2, cranes: 1 2
Vessel 29, length: 15, position: 39, start: 75, end: 83, ncranes: 2, cranes: 7 8
Vessel 30, length: 15, position: 44, start: 71, end: 75, ncranes: 2, cranes: 7 8
Vessel 31, length: 17, position: 1, start: 76, end: 81, ncranes: 2, cranes: 1 2
Vessel 32, length: 40, position: 19, start: 88, end: 97, ncranes: 6, cranes: 3 4 5 6 7 8
Vessel 33, length: 10, position: 9, start: 88, end: 94, ncranes: 2, cranes: 1 2
Vessel 34, length: 12, position: 59, start: 92, end: 100, ncranes: 2, cranes: 9 10
Vessel 35, length: 28, position: 6, start: 97, end: 103, ncranes: 4, cranes: 1 2 3 4
Vessel 36, length: 9, position: 74, start: 100, end: 103, ncranes: 2, cranes: 7 8
Vessel 37, length: 9, position: 88, start: 102, end: 108, ncranes: 2, cranes: 9 10
Vessel 38, length: 13, position: 70, start: 103, end: 109, ncranes: 2, cranes: 7 8
Vessel 39, length: 36, position: 1, start: 107, end: 124, ncranes: 4, cranes: 1 2 3 4
Vessel 40, length: 24, position: 61, start: 109, end: 118, ncranes: 3, cranes: 8 9 10
Vessel 41, length: 24, position: 37, start: 111, end: 123, ncranes: 3, cranes: 5 6 7
Vessel 42, length: 28, position: 63, start: 118, end: 132, ncranes: 3, cranes: 8 9 10
Vessel 43, length: 27, position: 5, start: 124, end: 139, ncranes: 3, cranes: 1 2 3
Vessel 44, length: 26, position: 32, start: 130, end: 140, ncranes: 4, cranes: 4 5 6 7
Vessel 45, length: 16, position: 58, start: 135, end: 141, ncranes: 2, cranes: 8 9
Vessel 46, length: 19, position: 47, start: 141, end: 148, ncranes: 2, cranes: 2 3
Vessel 47, length: 9, position: 70, start: 145, end: 152, ncranes: 2, cranes: 9 10
Vessel 48, length: 31, position: 48, start: 156, end: 171, ncranes: 4, cranes: 5 6 7 8
Vessel 49, length: 19, position: 70, start: 152, end: 155, ncranes: 2, cranes: 9 10
Vessel 50, length: 23, position: 25, start: 150, end: 162, ncranes: 4, cranes: 1 2 3 4
Vessel 51, length: 22, position: 48, start: 150, end: 156, ncranes: 4, cranes: 5 6 7 8
Vessel 52, length: 21, position: 79, start: 155, end: 162, ncranes: 2, cranes: 9 10
Vessel 53, length: 25, position: 18, start: 169, end: 178, ncranes: 4, cranes: 1 2 3 4
Vessel 54, length: 14, position: 79, start: 162, end: 167, ncranes: 2, cranes: 9 10
Vessel 55, length: 26, position: 46, start: 171, end: 177, ncranes: 4, cranes: 5 6 7 8
Vessel 56, length: 15, position: 33, start: 162, end: 169, ncranes: 2, cranes: 3 4
Vessel 57, length: 11, position: 22, start: 162, end: 168, ncranes: 2, cranes: 1 2
Vessel 58, length: 28, position: 14, start: 178, end: 188, ncranes: 4, cranes: 5 6 7 8
Vessel 59, length: 19, position: 79, start: 167, end: 171, ncranes: 2, cranes: 9 10
Vessel 60, length: 8, position: 72, start: 171, end: 176, ncranes: 2, cranes: 9 10
