100 210 10 30
11 8 19 200 1000 2000 83 1 2 13 7
18 33 38 200 1000 2000 82 1 2 6 3
9 41 49 200 1000 2000 29 1 2 9 5
22 46 55 200 1000 2000 6 2 4 11 8 6
30 56 68 200 1000 2000 45 2 4 15 10 8
24 56 71 200 1000 2000 54 2 4 20 13 10
18 59 64 200 1000 2000 52 1 2 6 3
9 62 73 200 1000 2000 20 1 2 13 7
26 64 73 200 1000 2000 8 2 4 11 8 6
20 67 76 200 1000 2000 7 1 2 12 6
19 68 76 200 1000 2000 46 1 2 9 5
40 74 91 200 1000 2000 14 4 6 16 13 11
17 75 80 200 1000 2000 13 1 2 5 3
13 89 97 200 1000 2000 5 1 2 10 5
17 99 105 200 1000 2000 80 1 2 7 4
14 106 117 200 1000 2000 36 1 2 13 7
21 115 124 200 1000 2000 41 1 2 12 6
20 116 122 200 1000 2000 19 1 2 8 4
19 117 122 200 1000 2000 69 1 2 6 3
19 124 132 200 1000 2000 46 1 2 9 5
8 125 133 200 1000 2000 58 1 2 10 5
27 130 142 200 1000 2000 67 2 4 15 10 8
40 130 144 200 1000 2000 54 4 6 13 11 9
30 133 153 200 1000 2000 17 2 4 25 17 13
21 136 153 200 1000 2000 56 2 4 21 14 11
25 139 151 200 1000 2000 60 2 4 15 10 8
21 145 153 200 1000 2000 68 1 2 10 5
34 145 162 200 1000 2000 32 4 6 17 13 11
25 150 162 200 1000 2000 68 2 4 15 10 8
18 157 169 200 1000 2000 30 1 2 15 8
