100 210 10 50
29 1 12 200 1000 2000 40 2 4 13 9 7
11 4 16 200 1000 2000 16 1 2 15 8
30 6 20 200 1000 2000 10 4 6 14 11 9
28 8 26 200 1000 2000 61 2 4 24 16 12
8 12 18 200 1000 2000 61 1 2 8 4
39 14 29 200 1000 2000 55 4 6 15 12 10
28 16 28 200 1000 2000 66 2 4 15 10 8
11 18 29 200 1000 2000 28 1 2 14 7
22 18 32 200 1000 2000 72 2 4 18 12 9
20 19 25 200 1000 2000 55 1 2 8 4
11 20 25 200 1000 2000 45 1 2 6 3
23 23 41 200 1000 2000 15 2 4 23 15 12
21 24 38 200 1000 2000 73 2 4 17 11 9
21 37 51 200 1000 2000 80 2 4 17 11 9
17 43 51 200 1000 2000 68 1 2 10 5
16 43 55 200 1000 2000 72 1 2 15 8
12 45 56 200 1000 2000 34 1 2 13 7
9 47 56 200 1000 2000 56 1 2 12 6
29 48 56 200 1000 2000 22 2 4 10 7 5
14 49 60 200 1000 2000 42 1 2 13 7
29 50 61 200 1000 2000 24 2 4 13 9 7
19 53 62 200 1000 2000 82 1 2 12 6
21 55 64 200 1000 2000 47 1 2 12 6
36 62 79 200 1000 2000 4 4 6 16 13 11
10 67 75 200 1000 2000 79 1 2 9 5
12 69 81 200 1000 2000 21 1 2 15 8
22 69 78 200 1000 2000 14 2 4 11 7 6
19 79 88 200 1000 2000 10 1 2 12 6
13 85 94 200 1000 2000 22 1 2 12 6
10 87 98 200 1000 2000 87 1 2 14 7
36 89 106 200 1000 2000 20 4 6 16 13 11
22 93 111 200 1000 2000 36 2 4 23 16 12
19 94 102 200 1000 2000 19 1 2 9 5
27 97 111 200 1000 2000 44 2 4 18 12 9
20 100 106 200 1000 2000 32 1 2 7 4
10 101 106 200 1000 2000 83 1 2 6 3
11 107 118 200 1000 2000 10 1 2 13 7
13 110 118 200 1000 2000 33 1 2 10 5
27 117 129 200 1000 2000 69 2 4 15 10 8
12 118 129 200 1000 2000 6 1 2 13 7
18 134 140 200 1000 2000 77 1 2 7 4
27 135 153 200 1000 2000 39 2 4 24 16 12
31 135 150 200 1000 2000 65 4 6 14 11 10
11 151 162 200 1000 2000 20 1 2 13 7
11 155 163 200 1000 2000 65 1 2 10 5
12 155 163 200 1000 2000 9 1 2 10 5
14 161 167 200 1000 2000 2 1 2 7 4
11 164 169 200 1000 2000 78 1 2 6 3
16 164 170 200 1000 2000 34 1 2 7 4
30 167 179 200 1000 2000 1 2 4 16 11 8
