100 210 10 20
30 17 34 200 1000 2000 59 2 4 22 15 11
21 22 34 200 1000 2000 18 1 2 15 8
18 27 39 200 1000 2000 82 1 2 15 8
10 47 56 200 1000 2000 91 1 2 11 6
29 47 53 200 1000 2000 11 2 4 8 6 4
9 71 83 200 1000 2000 59 1 2 15 8
12 107 112 200 1000 2000 49 1 2 6 3
19 111 116 200 1000 2000 30 1 2 5 3
22 111 120 200 1000 2000 24 2 4 11 7 6
24 115 132 200 1000 2000 58 2 4 21 14 11
31 117 132 200 1000 2000 54 4 6 14 11 10
28 119 125 200 1000 2000 24 2 4 8 6 4
25 125 137 200 1000 2000 33 2 4 15 10 8
20 134 146 200 1000 2000 41 1 2 15 8
12 135 140 200 1000 2000 1 1 2 6 3
9 137 148 200 1000 2000 77 1 2 14 7
10 143 155 200 1000 2000 63 1 2 15 8
35 160 174 200 1000 2000 44 4 6 13 10 9
21 161 173 200 1000 2000 78 1 2 15 8
9 161 169 200 1000 2000 74 1 2 10 5
