Solution:
Vessel 1, length: 16, position: 24, start: 22, end: 32, ncranes: 5, cranes: 1 2 3 4 5
Vessel 2, length: 16, position: 70, start: 26, end: 36, ncranes: 3, cranes: 6 7 8
Vessel 3, length: 24, position: 97, start: 29, end: 44, ncranes: 3, cranes: 9 10 11
Vessel 4, length: 31, position: 4, start: 32, end: 41, ncranes: 4, cranes: 1 2 3 4
Vessel 5, length: 18, position: 79, start: 36, end: 44, ncranes: 4, cranes: 5 6 7 8
Vessel 6, length: 24, position: 93, start: 44, end: 50, ncranes: 5, cranes: 6 7 8 9 10
Vessel 7, length: 15, position: 78, start: 44, end: 53, ncranes: 5, cranes: 1 2 3 4 5
Vessel 8, length: 24, position: 97, start: 58, end: 65, ncranes: 5, cranes: 6 7 8 9 10
Vessel 9, length: 16, position: 80, start: 59, end: 66, ncranes: 5, cranes: 1 2 3 4 5
Vessel 10, length: 34, position: 54, start: 66, end: 75, ncranes: 4, cranes: 3 4 5 6
Vessel 11, length: 21, position: 100, start: 65, end: 73, ncranes: 5, cranes: 7 8 9 10 11
Vessel 12, length: 33, position: 88, start: 73, end: 80, ncranes: 5, cranes: 7 8 9 10 11
Vessel 13, length: 22, position: 21, start: 67, end: 75, ncranes: 2, cranes: 1 2
Vessel 14, length: 27, position: 32, start: 75, end: 91, ncranes: 3, cranes: 1 2 3
Vessel 15, length: 29, position: 65, start: 87, end: 98, ncranes: 4, cranes: 5 6 7 8
Vessel 16, length: 27, position: 94, start: 89, end: 94, ncranes: 3, cranes: 9 10 11
Vessel 17, length: 21, position: 33, start: 94, end: 98, ncranes: 4, cranes: 1 2 3 4
Vessel 18, length: 27, position: 94, start: 98, end: 105, ncranes: 3, cranes: 9 10 11
Vessel 19, length: 30, position: 53, start: 98, end: 106, ncranes: 5, cranes: 1 2 3 4 5
Vessel 20, length: 17, position: 55, start: 107, end: 110, ncranes: 5, cranes: 3 4 5 6 7
Vessel 21, length: 16, position: 44, start: 110, end: 118, ncranes: 3, cranes: 1 2 3
Vessel 22, length: 28, position: 93, start: 111, end: 117, ncranes: 5, cranes: 7 8 9 10 11
Vessel 23, length: 21, position: 8, start: 119, end: 124, ncranes: 3, cranes: 1 2 3
Vessel 24, length: 21, position: 41, start: 119, end: 126, ncranes: 5, cranes: 6 7 8 9 10
Vessel 25, length: 15, position: 24, start: 124, end: 134, ncranes: 4, cranes: 1 2 3 4
Vessel 26, length: 18, position: 86, start: 126, end: 140, ncranes: 3, cranes: 9 10 11
Vessel 27, length: 26, position: 39, start: 126, end: 133, ncranes: 4, cranes: 5 6 7 8
Vessel 28, length: 23, position: 25, start: 134, end: 145, ncranes: 4, cranes: 1 2 3 4
Vessel 29, length: 17, position: 48, start: 133, end: 145, ncranes: 4, cranes: 5 6 7 8
Vessel 30, length: 35, position: 30, start: 145, end: 152, ncranes: 3, cranes: 5 6 7
Vessel 31, length: 25, position: 5, start: 145, end: 153, ncranes: 4, cranes: 1 2 3 4
Vessel 32, length: 27, position: 65, start: 141, end: 145, ncranes: 3, cranes: 9 10 11
Vessel 33, length: 16, position: 97, start: 145, end: 154, ncranes: 4, cranes: 8 9 10 11
Vessel 34, length: 19, position: 3, start: 154, end: 159, ncranes: 5, cranes: 1 2 3 4 5
Vessel 35, length: 33, position: 88, start: 156, end: 168, ncranes: 4, cranes: 8 9 10 11
Vessel 36, length: 35, position: 53, start: 159, end: 169, ncranes: 4, cranes: 4 5 6 7
Vessel 37, length: 33, position: 20, start: 160, end: 166, ncranes: 3, cranes: 1 2 3
Vessel 38, length: 23, position: 71, start: 169, end: 180, ncranes: 4, cranes: 5 6 7 8
Vessel 39, length: 30, position: 41, start: 169, end: 174, ncranes: 3, cranes: 1 2 3
Vessel 40, length: 27, position: 94, start: 170, end: 176, ncranes: 3, cranes: 9 10 11
